,ClienteID,Idade,Sexo,Trab,Habitação,Conta Poupança,Conta corrente,Montante de credito,Duração,Objetivo
334,334,23,Homem,2,Alugada,Pequena,Pequena,4110,24,Moveis/Equipamentos
335,335,44,Homem,3,Alugada,Pequena,Pequena,3384,6,Moveis/Equipamentos
336,336,23,Mulher,1,Propria,Pequena,Moderada,2101,13,radio/TV
337,337,24,Mulher,2,Alugada,,Pequena,1275,15,Eletrodomesticos
338,338,28,Homem,2,Propria,Pequena,Pequena,4169,24,Moveis/Equipamentos
339,339,31,Homem,1,Propria,Pequena,Moderada,1521,10,Moveis/Equipamentos
340,340,24,Mulher,2,Gratis,Pequena,Moderada,5743,24,Educação
341,341,26,Mulher,1,Alugada,Pequena,Pequena,3599,21,Moveis/Equipamentos
342,342,25,Homem,2,Alugada,Muito Rica,Moderada,3213,18,radio/TV
343,343,33,Homem,3,Propria,Pequena,Moderada,4439,18,Negocios
344,344,37,Homem,1,Propria,Pequena,Rica,3949,10,Automovel
345,345,43,Mulher,1,Propria,Pequena,,1459,15,radio/TV
346,346,23,Homem,2,Propria,Pequena,Moderada,882,13,radio/TV
347,347,23,Mulher,0,Alugada,Muito Rica,Moderada,3758,24,radio/TV
348,348,34,Homem,1,Propria,Moderada,,1743,6,Negocios
349,349,32,Homem,2,Gratis,rich,Moderada,1136,9,Educação
350,350,23,Mulher,2,Alugada,Pequena,,1236,9,Eletrodomesticos
351,351,29,Mulher,2,Propria,Pequena,Moderada,959,9,Moveis/Equipamentos
352,352,38,Homem,3,Propria,,,3229,18,Automovel
353,353,28,Homem,2,Alugada,Pequena,Pequena,6199,12,radio/TV
354,354,46,Homem,2,Gratis,Muito Rica,,727,10,Educação
355,355,23,Homem,1,Propria,Pequena,Moderada,1246,24,Automovel
356,356,49,Homem,2,Propria,,,2331,12,radio/TV
357,357,26,Homem,3,Propria,Pequena,,4463,36,radio/TV
358,358,28,Homem,2,Propria,Pequena,,776,12,radio/TV
359,359,23,Mulher,2,Alugada,Pequena,Pequena,2406,30,Moveis/Equipamentos
360,360,61,Homem,2,Gratis,,Moderada,1239,18,Educação
361,361,37,Homem,3,Propria,,Rica,3399,12,radio/TV
362,362,36,Mulher,2,Propria,Pequena,Rica,2247,12,Automovel
363,363,21,Homem,2,Alugada,Pequena,,1766,6,Moveis/Equipamentos
364,364,25,Homem,0,Propria,Pequena,Pequena,2473,18,Moveis/Equipamentos
365,365,36,Homem,2,Propria,Pequena,,1542,12,Negocios
366,366,27,Homem,2,Propria,Pequena,,3850,18,Automovel
367,367,22,Mulher,2,Alugada,Pequena,Pequena,3650,18,Moveis/Equipamentos
368,368,42,Homem,2,Propria,Pequena,Pequena,3446,36,Moveis/Equipamentos
369,369,40,Mulher,2,Alugada,Pequena,Moderada,3001,18,Moveis/Equipamentos
370,370,36,Homem,2,Propria,,,3079,36,Automovel
371,371,33,Homem,2,Propria,Pequena,,6070,18,radio/TV
372,372,23,Mulher,2,Alugada,Pequena,,2146,10,Moveis/Equipamentos
373,373,63,Homem,3,Gratis,,,13756,60,Automovel
374,374,60,Mulher,3,Gratis,Moderada,Moderada,14782,60,vacation/others
375,375,37,Mulher,2,Alugada,Pequena,Pequena,7685,48,Negocios
376,376,34,Homem,2,Propria,Pequena,,2320,18,radio/TV
377,377,36,Homem,2,Gratis,,,846,7,radio/TV
378,378,57,Homem,3,Gratis,Pequena,Moderada,14318,36,Automovel
379,379,52,Mulher,1,Propria,Moderada,,362,6,Automovel
380,380,39,Homem,2,Propria,,Pequena,2212,20,Moveis/Equipamentos
381,381,38,Mulher,3,Gratis,Pequena,Moderada,12976,18,Automovel
382,382,25,Mulher,2,Alugada,,,1283,22,Automovel
383,383,26,Homem,2,Propria,Pequena,Rica,1330,12,Automovel
384,384,26,Homem,1,Propria,Moderada,,4272,30,Negocios
385,385,25,Mulher,2,Propria,Pequena,,2238,18,radio/TV
386,386,21,Mulher,2,Alugada,,,1126,18,radio/TV
387,387,40,Homem,3,Propria,Pequena,Moderada,7374,18,Moveis/Equipamentos
388,388,27,Homem,2,Propria,Muito Rica,Moderada,2326,15,Negocios
389,389,27,Mulher,2,Propria,Pequena,,1449,9,Negocios
390,390,30,Homem,3,Propria,Pequena,,1820,18,Automovel
391,391,19,Mulher,1,Alugada,rich,Moderada,983,12,Moveis/Equipamentos
392,392,39,Homem,3,Gratis,Pequena,Pequena,3249,36,Automovel
393,393,31,Mulher,2,Propria,Pequena,Pequena,1957,6,radio/TV
394,394,31,Homem,3,Propria,Pequena,,2406,9,Moveis/Equipamentos
395,395,32,Homem,2,Alugada,Moderada,Moderada,11760,39,Educação
396,396,55,Mulher,3,Gratis,Pequena,Pequena,2578,12,Moveis/Equipamentos
397,397,46,Homem,2,Propria,Pequena,Pequena,2348,36,Moveis/Equipamentos
398,398,46,Homem,2,Alugada,Pequena,Moderada,1223,12,Automovel
399,399,43,Mulher,1,Propria,rich,,1516,24,radio/TV
400,400,39,Homem,2,Propria,Pequena,,1473,18,radio/TV
401,401,28,Homem,2,Propria,,Moderada,1887,18,Negocios
402,402,27,Homem,2,Propria,Pequena,,8648,24,Negocios
403,403,27,Homem,1,Propria,Pequena,,802,14,Automovel
404,404,43,Homem,2,Propria,,Moderada,2899,18,Automovel
405,405,22,Homem,2,Propria,Pequena,Moderada,2039,24,radio/TV
406,406,43,Homem,2,Propria,,,2197,24,Automovel
407,407,27,Homem,2,Propria,Pequena,Pequena,1053,15,radio/TV
408,408,26,Homem,3,Propria,Muito Rica,,3235,24,radio/TV
409,409,28,Homem,2,Propria,Muito Rica,Rica,939,12,Automovel
410,410,20,Mulher,2,Propria,Pequena,Moderada,1967,24,radio/TV
411,411,35,Homem,3,Propria,Pequena,,7253,33,Automovel
412,412,42,Homem,3,Propria,Pequena,,2292,12,Negocios
413,413,40,Homem,1,Alugada,Muito Rica,,1597,10,Automovel
414,414,35,Mulher,2,Propria,,Pequena,1381,24,Automovel
415,415,35,Homem,2,Propria,Pequena,,5842,36,Automovel
416,416,33,Homem,1,Propria,Pequena,Pequena,2579,12,Automovel
417,417,23,Mulher,2,Alugada,,Pequena,8471,18,Educação
418,418,31,Mulher,3,Propria,Muito Rica,,2782,21,Automovel
419,419,33,Mulher,2,Propria,,Moderada,1042,18,Automovel
420,420,20,Mulher,2,Alugada,rich,,3186,15,Automovel
421,421,30,Homem,2,Propria,,Moderada,2028,12,Automovel
422,422,47,Homem,1,Propria,Pequena,Moderada,958,12,Automovel
423,423,34,Homem,3,Propria,Moderada,,1591,21,Moveis/Equipamentos
424,424,25,Mulher,2,Propria,,Moderada,2762,12,Moveis/Equipamentos
425,425,21,Homem,2,Alugada,Pequena,Moderada,2779,18,Automovel
426,426,29,Homem,2,Propria,Pequena,,2743,28,radio/TV
427,427,46,Homem,2,Propria,rich,,1149,18,radio/TV
428,428,20,Homem,2,Propria,Pequena,,1313,9,Moveis/Equipamentos
429,429,55,Mulher,0,Gratis,Pequena,Pequena,1190,18,repairs
430,430,74,Homem,1,Propria,Pequena,,3448,5,Negocios
431,431,29,Homem,3,Propria,Pequena,Moderada,11328,24,vacation/others
432,432,36,Homem,3,Gratis,Pequena,Pequena,1872,6,Moveis/Equipamentos
433,433,33,Homem,2,Propria,Pequena,,2058,24,repairs
434,434,25,Homem,2,Propria,Pequena,Pequena,2136,9,Moveis/Equipamentos
435,435,25,Homem,2,Propria,,Moderada,1484,12,radio/TV
436,436,23,Homem,1,Alugada,Muito Rica,,660,6,repairs
437,437,37,Mulher,2,Propria,rich,,1287,24,Automovel
438,438,65,Homem,0,Propria,Pequena,Pequena,3394,42,repairs
439,439,26,Mulher,0,Propria,Pequena,Rica,609,12,Negocios
440,440,39,Homem,3,Propria,Pequena,,1884,12,Automovel
441,441,30,Mulher,2,Propria,Pequena,Pequena,1620,12,Moveis/Equipamentos
442,442,29,Homem,2,Propria,Pequena,Moderada,2629,20,vacation/others
443,443,41,Homem,1,Propria,Pequena,,719,12,Educação
444,444,30,Mulher,3,Propria,Pequena,Moderada,5096,48,Moveis/Equipamentos
445,445,41,Mulher,1,Alugada,,,1244,9,Educação
446,446,34,Mulher,2,Propria,Pequena,Pequena,1842,36,Automovel
447,447,35,Homem,2,Propria,Pequena,Moderada,2576,7,radio/TV
448,448,55,Mulher,3,Propria,,Rica,1424,12,Moveis/Equipamentos
449,449,61,Homem,2,Propria,rich,Moderada,1512,15,repairs
450,450,30,Homem,3,Propria,,,11054,36,Automovel
451,451,29,Mulher,2,Propria,Pequena,,518,6,radio/TV
452,452,34,Homem,2,Propria,Pequena,,2759,12,Moveis/Equipamentos
453,453,35,Homem,3,Propria,Pequena,,2670,24,Automovel
454,454,31,Homem,2,Propria,Pequena,Pequena,4817,24,Automovel
455,455,29,Mulher,3,Propria,Pequena,,2679,24,Automovel
456,456,36,Homem,2,Alugada,Pequena,Pequena,3905,11,Automovel
457,457,35,Homem,2,Gratis,Pequena,Pequena,3386,12,Automovel
458,458,27,Mulher,2,Propria,Pequena,Pequena,343,6,Eletrodomesticos
459,459,32,Homem,2,Propria,Pequena,,4594,18,radio/TV
460,460,37,Homem,2,Propria,Pequena,Pequena,3620,36,Moveis/Equipamentos
461,461,36,Homem,2,Propria,Pequena,Pequena,1721,15,Automovel
462,462,34,Mulher,3,Alugada,Pequena,Moderada,3017,12,Moveis/Equipamentos
463,463,38,Homem,2,Propria,,Moderada,754,12,Educação
464,464,34,Homem,2,Propria,Pequena,,1950,18,Negocios
465,465,63,Homem,2,Propria,Pequena,Pequena,2924,24,Automovel
466,466,29,Mulher,1,Alugada,Pequena,Pequena,1659,24,radio/TV
467,467,32,Homem,2,Propria,,,7238,48,radio/TV
468,468,26,Mulher,2,Propria,Pequena,,2764,33,Negocios
469,469,35,Homem,1,Propria,Pequena,,4679,24,Automovel
470,470,22,Homem,2,Alugada,Moderada,Moderada,3092,24,radio/TV
471,471,23,Mulher,2,Propria,Pequena,Pequena,448,6,Educação
472,472,28,Homem,1,Propria,Pequena,Pequena,654,9,Automovel
473,473,36,Homem,3,Propria,,,1238,6,Educação
474,474,33,Homem,2,Propria,Pequena,Moderada,1245,18,radio/TV
475,475,26,Mulher,2,Alugada,Pequena,Pequena,3114,18,Moveis/Equipamentos
476,476,24,Homem,2,Propria,Muito Rica,,2569,39,Automovel
477,477,25,Homem,2,Propria,Pequena,Rica,5152,24,radio/TV
478,478,39,Homem,1,Propria,Moderada,Moderada,1037,12,Negocios
479,479,44,Homem,2,Propria,Pequena,Pequena,1478,15,Moveis/Equipamentos
480,480,23,Mulher,1,Propria,Pequena,Moderada,3573,12,radio/TV
481,481,26,Homem,2,Propria,Pequena,Moderada,1201,24,Automovel
482,482,57,Mulher,2,Alugada,rich,Pequena,3622,30,Moveis/Equipamentos
483,483,30,Mulher,2,Propria,rich,,960,15,Moveis/Equipamentos
484,484,44,Homem,2,Propria,Muito Rica,,1163,12,Automovel
485,485,47,Homem,3,Propria,Pequena,Moderada,1209,6,Automovel
486,486,52,Homem,2,Propria,Pequena,,3077,12,radio/TV
487,487,62,Mulher,2,Gratis,Pequena,,3757,24,Automovel
488,488,35,Homem,1,Alugada,Moderada,,1418,10,Automovel
489,489,26,Homem,2,Alugada,Pequena,,3518,6,Automovel
490,490,26,Homem,2,Propria,Pequena,,1934,12,radio/TV
491,491,42,Mulher,3,Gratis,Pequena,Moderada,8318,27,Negocios
492,492,27,Mulher,2,Propria,Moderada,,1237,6,radio/TV
493,493,38,Homem,2,Propria,,Moderada,368,6,radio/TV
494,494,39,Homem,1,Alugada,Pequena,Pequena,2122,12,Automovel
495,495,20,Homem,2,Propria,,Pequena,2996,24,Moveis/Equipamentos
496,496,29,Homem,3,Alugada,Moderada,Moderada,9034,36,Moveis/Equipamentos
497,497,40,Homem,2,Propria,Pequena,,1585,24,Moveis/Equipamentos
498,498,32,Homem,1,Propria,Pequena,Moderada,1301,18,radio/TV
499,499,28,Homem,2,Propria,Moderada,Rica,1323,6,Automovel
500,500,27,Mulher,2,Propria,Pequena,Pequena,3123,24,Automovel
501,501,42,Homem,2,Gratis,Pequena,Pequena,5493,36,Automovel
502,502,49,Homem,2,Propria,Moderada,Rica,1126,9,radio/TV
503,503,38,Homem,2,Propria,Moderada,Moderada,1216,24,radio/TV
504,504,24,Mulher,2,Alugada,Pequena,Pequena,1207,24,Automovel
505,505,27,Homem,1,Propria,,,1309,10,Automovel
506,506,36,Homem,2,Propria,Muito Rica,Rica,2360,15,Automovel
507,507,34,Homem,3,Propria,Moderada,Moderada,6850,15,Automovel
508,508,28,Homem,2,Propria,Pequena,,1413,24,radio/TV
509,509,45,Homem,3,Propria,Moderada,,8588,39,Automovel
510,510,26,Homem,2,Propria,Pequena,Pequena,759,12,Automovel
511,511,32,Homem,3,Gratis,Pequena,,4686,36,Automovel
512,512,26,Homem,2,Alugada,Pequena,Rica,2687,15,Negocios
513,513,20,Homem,2,Alugada,Pequena,Moderada,585,12,radio/TV
514,514,54,Homem,2,Propria,,,2255,24,Automovel
515,515,37,Mulher,2,Propria,Pequena,Pequena,609,6,Automovel
516,516,40,Homem,1,Propria,Pequena,Pequena,1361,6,Automovel
517,517,23,Mulher,2,Alugada,Pequena,,7127,36,Moveis/Equipamentos
518,518,43,Homem,2,Propria,Moderada,Pequena,1203,6,Automovel
519,519,36,Homem,2,Gratis,,,700,6,radio/TV
520,520,44,Homem,2,Gratis,Pequena,,5507,24,repairs
521,521,24,Mulher,2,Propria,Pequena,Pequena,3190,18,radio/TV
522,522,53,Homem,2,Gratis,Pequena,Pequena,7119,48,Moveis/Equipamentos
523,523,23,Mulher,2,Propria,Moderada,,3488,24,Automovel
524,524,26,Mulher,1,Propria,Pequena,Moderada,1113,18,radio/TV
525,525,30,Homem,2,Propria,Pequena,Moderada,7966,26,Automovel
526,526,31,Mulher,2,Propria,Moderada,,1532,15,Educação
527,527,42,Homem,1,Propria,Pequena,,1503,4,radio/TV
528,528,31,Homem,2,Alugada,Pequena,Pequena,2302,36,radio/TV
529,529,41,Homem,1,Propria,Pequena,Pequena,662,6,Automovel
530,530,32,Homem,2,Propria,Pequena,Moderada,2273,36,Educação
531,531,28,Mulher,2,Alugada,Moderada,Moderada,2631,15,Automovel
532,532,41,Homem,2,Alugada,Pequena,,1503,12,Automovel
533,533,26,Homem,2,Propria,Moderada,,1311,24,radio/TV
534,534,25,Homem,2,Propria,,,3105,24,radio/TV
535,535,33,Homem,2,Alugada,Pequena,Rica,2319,21,Educação
536,536,75,Mulher,3,Propria,,Pequena,1374,6,Automovel
537,537,37,Mulher,2,Propria,Pequena,Moderada,3612,18,Moveis/Equipamentos
538,538,42,Homem,3,Gratis,Pequena,Pequena,7763,48,Automovel
539,539,45,Mulher,1,Propria,Pequena,Rica,3049,18,Moveis/Equipamentos
540,540,23,Homem,2,Alugada,Pequena,Moderada,1534,12,radio/TV
541,541,60,Homem,2,Gratis,Pequena,,2032,24,Automovel
542,542,31,Homem,2,Propria,,Pequena,6350,30,Moveis/Equipamentos
543,543,34,Homem,1,Propria,Pequena,Rica,2864,18,Moveis/Equipamentos
544,544,61,Homem,1,Propria,Pequena,,1255,12,Automovel
545,545,43,Homem,2,Gratis,Pequena,Pequena,1333,24,Automovel
546,546,37,Mulher,2,Propria,Pequena,,2022,24,Automovel
547,547,32,Homem,2,Propria,Pequena,,1552,24,radio/TV
548,548,24,Mulher,1,Propria,Pequena,Pequena,626,12,radio/TV
549,549,35,Homem,2,Gratis,,,8858,48,Automovel
550,550,23,Mulher,2,Propria,,,996,12,repairs
551,551,45,Homem,1,Propria,Muito Rica,,1750,6,radio/TV
552,552,34,Homem,2,Propria,Pequena,Pequena,6999,48,radio/TV
553,553,27,Homem,2,Propria,Moderada,Moderada,1995,12,Automovel
554,554,67,Mulher,3,Propria,Pequena,Moderada,1199,9,Educação
555,555,22,Homem,2,Propria,Pequena,Moderada,1331,12,radio/TV
556,556,28,Mulher,2,Propria,Moderada,Moderada,2278,18,Automovel
557,557,29,Mulher,2,Propria,,,5003,21,Automovel
558,558,27,Homem,2,Propria,Pequena,Pequena,3552,24,Moveis/Equipamentos
559,559,31,Homem,1,Propria,Pequena,Moderada,1928,18,Moveis/Equipamentos
560,560,49,Homem,2,Gratis,,Pequena,2964,24,Automovel
561,561,24,Homem,1,Alugada,Pequena,Pequena,1546,24,radio/TV
562,562,29,Mulher,2,Propria,Pequena,Rica,683,6,radio/TV
563,563,37,Homem,2,Gratis,,Moderada,12389,36,Automovel
564,564,37,Homem,3,Propria,,Moderada,4712,24,Negocios
565,565,23,Mulher,2,Alugada,Moderada,Moderada,1553,24,radio/TV
566,566,36,Homem,2,Propria,Pequena,Pequena,1372,12,Automovel
567,567,34,Homem,2,Propria,rich,,2578,24,radio/TV
568,568,41,Homem,2,Propria,,Moderada,3979,48,radio/TV
569,569,31,Mulher,2,Propria,Pequena,Pequena,6758,48,radio/TV
570,570,23,Mulher,1,Alugada,Pequena,Pequena,3234,24,Moveis/Equipamentos
571,571,38,Homem,2,Propria,Pequena,,5954,30,radio/TV
572,572,26,Mulher,3,Alugada,,,5433,24,Automovel
573,573,22,Mulher,1,Propria,Pequena,Pequena,806,15,Negocios
574,574,27,Homem,1,Propria,Pequena,Moderada,1082,9,radio/TV
575,575,24,Mulher,2,Propria,Pequena,,2788,15,Moveis/Equipamentos
576,576,27,Mulher,2,Propria,Pequena,Moderada,2930,12,radio/TV
577,577,33,Mulher,2,Propria,,,1927,24,Educação
578,578,27,Homem,2,Propria,Pequena,Moderada,2820,36,Automovel
579,579,27,Homem,1,Propria,Pequena,,937,24,Educação
580,580,30,Homem,2,Propria,Pequena,Moderada,1056,18,Automovel
581,581,49,Homem,1,Propria,Pequena,Moderada,3124,12,Automovel
582,582,26,Mulher,2,Alugada,Pequena,,1388,9,Moveis/Equipamentos
583,583,33,Homem,1,Alugada,Pequena,Moderada,2384,36,repairs
584,584,52,Mulher,3,Gratis,,,2133,12,Automovel
585,585,20,Mulher,2,Alugada,Pequena,Pequena,2039,18,Moveis/Equipamentos
586,586,36,Homem,2,Alugada,Pequena,Pequena,2799,9,Automovel
587,587,21,Homem,1,Propria,Pequena,Pequena,1289,12,Moveis/Equipamentos
588,588,47,Homem,1,Propria,Pequena,Pequena,1217,18,Eletrodomesticos
589,589,60,Homem,2,Propria,Pequena,Pequena,2246,12,Moveis/Equipamentos
590,590,58,Mulher,1,Propria,Pequena,Pequena,385,12,radio/TV
591,591,42,Mulher,2,Alugada,,Moderada,1965,24,Automovel
592,592,36,Mulher,1,Propria,rich,,1572,21,Negocios
593,593,20,Mulher,1,Alugada,Pequena,Moderada,2718,24,Automovel
594,594,40,Homem,3,Propria,,Pequena,1358,24,vacation/others
595,595,32,Mulher,1,Propria,Moderada,Moderada,931,6,Automovel
596,596,23,Mulher,2,Alugada,Pequena,Pequena,1442,24,Automovel
597,597,36,Homem,1,Propria,Pequena,Moderada,4241,24,Negocios
598,598,31,Homem,2,Propria,Pequena,,2775,18,Automovel
599,599,32,Homem,2,Gratis,Pequena,,3863,24,Negocios
600,600,45,Mulher,2,Propria,Pequena,Moderada,2329,7,radio/TV
601,601,30,Mulher,2,Propria,Pequena,Moderada,918,9,Moveis/Equipamentos
602,602,34,Mulher,1,Gratis,Pequena,Moderada,1837,24,Educação
603,603,28,Mulher,3,Propria,Pequena,,3349,36,Moveis/Equipamentos
604,604,23,Mulher,2,Propria,Pequena,Rica,1275,10,Moveis/Equipamentos
605,605,22,Homem,2,Propria,Muito Rica,Pequena,2828,24,Moveis/Equipamentos
606,606,74,Homem,3,Propria,Pequena,,4526,24,Negocios
607,607,50,Mulher,2,Gratis,Moderada,Moderada,2671,36,radio/TV
608,608,33,Homem,2,Propria,Pequena,,2051,18,radio/TV
609,609,45,Homem,2,Gratis,,,1300,15,Automovel
610,610,22,Mulher,2,Propria,Moderada,Pequena,741,12,Eletrodomesticos
611,611,48,Mulher,1,Gratis,Moderada,Rica,1240,10,Automovel
612,612,29,Mulher,2,Propria,rich,Pequena,3357,21,radio/TV
613,613,22,Mulher,2,Alugada,Pequena,Pequena,3632,24,Automovel
614,614,22,Mulher,2,Propria,Pequena,,1808,18,Moveis/Equipamentos
615,615,48,Homem,3,Propria,,Moderada,12204,48,Negocios
616,616,27,Homem,3,Gratis,,Moderada,9157,60,radio/TV
617,617,37,Homem,2,Alugada,Pequena,Pequena,3676,6,Automovel
618,618,21,Mulher,2,Alugada,Moderada,Moderada,3441,30,Moveis/Equipamentos
619,619,49,Homem,1,Propria,Pequena,,640,12,Automovel
620,620,27,Homem,2,Propria,Pequena,Moderada,3652,21,Negocios
621,621,32,Homem,2,Propria,Pequena,,1530,18,Automovel
622,622,38,Homem,2,Propria,,,3914,48,Negocios
623,623,22,Mulher,2,Alugada,Pequena,Pequena,1858,12,Moveis/Equipamentos
624,624,65,Homem,2,Gratis,Pequena,Pequena,2600,18,radio/TV
625,625,35,Homem,2,Propria,,,1979,15,radio/TV
626,626,41,Homem,2,Propria,Pequena,Rica,2116,6,Moveis/Equipamentos
627,627,29,Homem,2,Propria,Moderada,Moderada,1437,9,Automovel
628,628,36,Homem,2,Propria,Muito Rica,,4042,42,Moveis/Equipamentos
629,629,64,Homem,1,Propria,,,3832,9,Educação
630,630,28,Mulher,2,Propria,Pequena,Pequena,3660,24,radio/TV
631,631,44,Homem,2,Propria,Pequena,Pequena,1553,18,Moveis/Equipamentos
632,632,23,Homem,2,Propria,,Moderada,1444,15,radio/TV
633,633,19,Mulher,2,Alugada,Pequena,,1980,9,Moveis/Equipamentos
634,634,25,Mulher,1,Propria,Pequena,Moderada,1355,24,Automovel
635,635,47,Homem,2,Propria,Pequena,,1393,12,Educação
636,636,28,Mulher,2,Propria,Muito Rica,,1376,24,radio/TV
637,637,21,Homem,2,Propria,Pequena,,15653,60,radio/TV
638,638,34,Mulher,2,Propria,Pequena,,1493,12,radio/TV
639,639,26,Homem,2,Propria,Pequena,Pequena,4370,42,radio/TV
640,640,27,Mulher,0,Propria,Pequena,Pequena,750,18,Educação
641,641,38,Homem,1,Propria,Pequena,Moderada,1308,15,repairs
642,642,40,Homem,3,Propria,Moderada,,4623,15,Educação
643,643,33,Homem,2,Propria,Pequena,,1851,24,radio/TV
644,644,32,Homem,3,Propria,Pequena,Pequena,1880,18,radio/TV
645,645,27,Homem,2,Alugada,,,7980,36,Negocios
646,646,32,Homem,2,Propria,Pequena,Pequena,4583,30,Moveis/Equipamentos
647,647,26,Mulher,2,Propria,Muito Rica,,1386,12,Automovel
648,648,38,Homem,2,Gratis,Pequena,Rica,947,24,Automovel
649,649,40,Homem,1,Alugada,Pequena,Pequena,684,12,Educação
650,650,50,Homem,3,Gratis,Pequena,Pequena,7476,48,Educação
651,651,37,Homem,1,Propria,Pequena,Moderada,1922,12,Moveis/Equipamentos
652,652,45,Homem,2,Propria,Pequena,Pequena,2303,24,Automovel
653,653,42,Homem,3,Propria,Moderada,Moderada,8086,36,Automovel
654,654,35,Homem,2,Propria,Pequena,,2346,24,Automovel
655,655,22,Homem,2,Gratis,Pequena,Pequena,3973,14,Automovel
656,656,41,Homem,1,Propria,Pequena,Moderada,888,12,Automovel
657,657,37,Homem,2,Propria,,,10222,48,radio/TV
658,658,28,Mulher,2,Propria,Pequena,Moderada,4221,30,Negocios
659,659,41,Homem,2,Propria,Pequena,Moderada,6361,18,Moveis/Equipamentos
660,660,23,Homem,2,Alugada,Pequena,Rica,1297,12,radio/TV
661,661,23,Homem,2,Propria,,Pequena,900,12,Automovel
662,662,50,Homem,2,Propria,Pequena,,2241,21,Moveis/Equipamentos
663,663,35,Homem,3,Propria,Pequena,Moderada,1050,6,Moveis/Equipamentos
