,ClienteID,Idade,Sexo,Trab,Habitação,Conta Poupança,Conta corrente,Montante de credito,Duração,Objetivo
664,664,50,Mulher,1,Propria,Pequena,Rica,1047,6,Educação
665,665,27,Homem,3,Propria,Pequena,,6314,24,vacation/others
666,666,34,Homem,2,Propria,rich,Moderada,3496,30,Moveis/Equipamentos
667,667,27,Mulher,2,Propria,Pequena,,3609,48,Negocios
668,668,43,Homem,2,Alugada,Pequena,Pequena,4843,12,Automovel
669,669,47,Homem,2,Propria,Pequena,Rica,3017,30,radio/TV
670,670,27,Homem,1,Propria,Moderada,,4139,24,Negocios
671,671,31,Homem,2,Propria,Moderada,,5742,36,Negocios
672,672,42,Homem,3,Propria,Pequena,,10366,60,Automovel
673,673,24,Homem,2,Propria,Muito Rica,,2080,6,Automovel
674,674,41,Homem,1,Propria,Muito Rica,,2580,21,Negocios
675,675,26,Mulher,3,Alugada,Pequena,,4530,30,radio/TV
676,676,33,Homem,2,Propria,Pequena,,5150,24,Moveis/Equipamentos
677,677,24,Homem,2,Propria,Moderada,Moderada,5595,72,radio/TV
678,678,64,Homem,1,Alugada,Pequena,Pequena,2384,24,radio/TV
679,679,26,Mulher,2,Propria,Pequena,,1453,18,radio/TV
680,680,56,Mulher,2,Propria,Pequena,,1538,6,Educação
681,681,37,Homem,2,Gratis,,,2279,12,radio/TV
682,682,33,Homem,2,Propria,Pequena,,1478,15,radio/TV
683,683,47,Homem,2,Gratis,Pequena,,5103,24,radio/TV
684,684,31,Homem,1,Propria,Moderada,Moderada,9857,36,Negocios
685,685,34,Homem,2,Gratis,,,6527,60,Automovel
686,686,27,Homem,2,Propria,,Rica,1347,10,radio/TV
687,687,30,Homem,2,Gratis,Moderada,Moderada,2862,36,Automovel
688,688,35,Homem,2,Propria,Moderada,,2753,9,radio/TV
689,689,31,Homem,2,Propria,rich,Pequena,3651,12,Automovel
690,690,25,Homem,2,Propria,Pequena,Pequena,975,15,Moveis/Equipamentos
691,691,25,Mulher,1,Propria,Moderada,Moderada,2631,15,repairs
692,692,29,Homem,2,Propria,Moderada,Moderada,2896,24,radio/TV
693,693,44,Homem,1,Propria,,Pequena,4716,6,Automovel
694,694,28,Homem,2,Propria,Pequena,,2284,24,radio/TV
695,695,50,Homem,2,Alugada,Muito Rica,,1236,6,Automovel
696,696,29,Homem,2,Propria,Pequena,Moderada,1103,12,radio/TV
697,697,38,Mulher,0,Propria,Pequena,,926,12,Automovel
698,698,24,Homem,2,Propria,Pequena,,1800,18,radio/TV
699,699,40,Homem,3,Alugada,Pequena,Rica,1905,15,Educação
700,700,29,Mulher,1,Alugada,Muito Rica,,1123,12,Moveis/Equipamentos
701,701,46,Homem,2,Gratis,Pequena,Pequena,6331,48,Automovel
702,702,47,Mulher,2,Gratis,Moderada,Rica,1377,24,radio/TV
703,703,41,Homem,2,Propria,Moderada,Moderada,2503,30,Negocios
704,704,32,Mulher,2,Propria,Pequena,Moderada,2528,27,Negocios
705,705,35,Mulher,2,Gratis,Muito Rica,,5324,15,Automovel
706,706,24,Homem,2,Propria,Moderada,Moderada,6560,48,Automovel
707,707,25,Mulher,2,Alugada,Pequena,Moderada,2969,12,Moveis/Equipamentos
708,708,25,Mulher,2,Propria,Pequena,Moderada,1206,9,radio/TV
709,709,37,Homem,1,Propria,Pequena,Moderada,2118,9,radio/TV
710,710,32,Homem,3,Propria,Muito Rica,,629,18,radio/TV
711,711,35,Mulher,2,Gratis,Pequena,Pequena,1198,6,Educação
712,712,46,Homem,3,Propria,,,2476,21,Automovel
713,713,25,Homem,1,Propria,Pequena,Pequena,1138,9,radio/TV
714,714,27,Homem,3,Propria,Pequena,Moderada,14027,60,Automovel
715,715,63,Homem,2,Propria,,,7596,30,Automovel
716,716,40,Homem,2,Propria,,,3077,30,radio/TV
717,717,32,Homem,3,Gratis,Pequena,,1505,18,radio/TV
718,718,31,Homem,2,Propria,,Rica,3148,24,radio/TV
719,719,31,Homem,2,Propria,Moderada,Moderada,6148,20,Automovel
720,720,34,Homem,3,Propria,Pequena,Rica,1337,9,radio/TV
721,721,24,Mulher,2,Alugada,rich,Moderada,433,6,Educação
722,722,24,Mulher,1,Propria,Pequena,Pequena,1228,12,Automovel
723,723,66,Mulher,1,Propria,Muito Rica,Moderada,790,9,radio/TV
724,724,21,Mulher,2,Alugada,Pequena,,2570,27,Automovel
725,725,41,Mulher,1,Propria,rich,,250,6,Automovel
726,726,47,Homem,1,Propria,Muito Rica,,1316,15,radio/TV
727,727,25,Mulher,2,Alugada,Pequena,Pequena,1882,18,radio/TV
728,728,59,Mulher,2,Alugada,Pequena,Moderada,6416,48,Negocios
729,729,36,Homem,2,Propria,rich,Rica,1275,24,Negocios
730,730,33,Homem,2,Propria,Pequena,Moderada,6403,24,radio/TV
731,731,21,Homem,1,Alugada,Pequena,Pequena,1987,24,radio/TV
732,732,44,Mulher,1,Propria,Pequena,Moderada,760,8,radio/TV
733,733,28,Mulher,2,Alugada,rich,,2603,24,Automovel
734,734,37,Mulher,2,Propria,Pequena,,3380,4,Automovel
735,735,29,Mulher,0,Propria,,Moderada,3990,36,Eletrodomesticos
736,736,23,Mulher,3,Alugada,Pequena,Moderada,11560,24,Automovel
737,737,35,Homem,1,Propria,Moderada,Pequena,4380,18,Automovel
738,738,45,Homem,3,Propria,Pequena,,6761,6,Automovel
739,739,26,Mulher,1,Alugada,Moderada,Moderada,4280,30,Negocios
740,740,32,Homem,2,Propria,Moderada,Pequena,2325,24,Automovel
741,741,23,Homem,1,Propria,Pequena,Moderada,1048,10,radio/TV
742,742,41,Homem,2,Propria,,,3160,21,radio/TV
743,743,22,Homem,2,Propria,Muito Rica,Pequena,2483,24,Moveis/Equipamentos
744,744,30,Homem,3,Propria,,Pequena,14179,39,Moveis/Equipamentos
745,745,28,Homem,1,Propria,Pequena,Pequena,1797,13,Negocios
746,746,23,Mulher,2,Alugada,Pequena,Pequena,2511,15,Automovel
747,747,37,Mulher,1,Propria,Pequena,Pequena,1274,12,Automovel
748,748,26,Homem,2,Propria,,,5248,21,Automovel
749,749,33,Homem,2,Propria,Pequena,,3029,15,Automovel
750,750,49,Mulher,2,Propria,Pequena,Pequena,428,6,Moveis/Equipamentos
751,751,23,Mulher,1,Propria,Pequena,Pequena,976,18,Automovel
752,752,23,Mulher,1,Alugada,Moderada,Moderada,841,12,Negocios
753,753,25,Mulher,2,Propria,Pequena,,5771,30,radio/TV
754,754,55,Homem,2,Gratis,rich,,1555,12,repairs
755,755,32,Mulher,2,Alugada,,Pequena,1285,24,Automovel
756,756,74,Homem,0,Propria,Pequena,Rica,1299,6,Automovel
757,757,39,Homem,2,Gratis,,Rica,1271,15,radio/TV
758,758,31,Homem,2,Propria,Pequena,,1393,24,Automovel
759,759,35,Homem,2,Propria,Pequena,Pequena,691,12,Automovel
760,760,59,Mulher,2,Propria,,,5045,15,Automovel
761,761,24,Mulher,2,Alugada,Pequena,Pequena,2124,18,Moveis/Equipamentos
762,762,24,Homem,1,Propria,Pequena,Pequena,2214,12,radio/TV
763,763,30,Homem,3,Gratis,,,12680,21,Automovel
764,764,27,Homem,2,Propria,Moderada,,2463,24,Automovel
765,765,40,Homem,1,Propria,Pequena,Moderada,1155,12,radio/TV
766,766,31,Homem,1,Propria,Pequena,Pequena,3108,30,Moveis/Equipamentos
767,767,31,Mulher,2,Alugada,,,2901,10,Automovel
768,768,28,Homem,2,Alugada,Pequena,Moderada,3617,12,Moveis/Equipamentos
769,769,63,Homem,1,Propria,Pequena,,1655,12,radio/TV
770,770,26,Mulher,2,Alugada,,Pequena,2812,24,Automovel
771,771,25,Mulher,3,Propria,Pequena,Pequena,8065,36,Educação
772,772,36,Homem,3,Propria,Pequena,,3275,21,Automovel
773,773,52,Homem,2,Propria,Moderada,,2223,24,radio/TV
774,774,66,Homem,0,Gratis,Muito Rica,Rica,1480,12,Automovel
775,775,25,Mulher,2,Alugada,,Pequena,1371,24,Automovel
776,776,37,Homem,2,Propria,Pequena,,3535,36,Automovel
777,777,25,Mulher,2,Propria,Pequena,Pequena,3509,18,radio/TV
778,778,38,Homem,3,Propria,rich,,5711,36,Automovel
779,779,67,Mulher,2,Propria,Pequena,Moderada,3872,18,repairs
780,780,25,Homem,2,Propria,Pequena,Moderada,4933,39,radio/TV
781,781,60,Homem,2,Propria,rich,,1940,24,Automovel
782,782,31,Homem,1,Propria,Pequena,Moderada,1410,12,Educação
783,783,23,Mulher,1,Propria,Moderada,Moderada,836,12,Automovel
784,784,60,Homem,3,Propria,,Moderada,6468,20,Automovel
785,785,35,Homem,1,Propria,rich,Moderada,1941,18,Negocios
786,786,40,Homem,2,Propria,Muito Rica,,2675,22,radio/TV
787,787,38,Homem,2,Propria,,,2751,48,Automovel
788,788,50,Homem,2,Gratis,Pequena,Moderada,6224,48,Educação
789,789,27,Homem,2,Propria,Pequena,Pequena,5998,40,Educação
790,790,39,Mulher,2,Propria,Pequena,Moderada,1188,21,Negocios
791,791,41,Homem,3,Propria,,,6313,24,Automovel
792,792,27,Homem,2,Propria,,,1221,6,Moveis/Equipamentos
793,793,51,Homem,2,Gratis,Pequena,Rica,2892,24,Moveis/Equipamentos
794,794,32,Homem,2,Alugada,Muito Rica,,3062,24,Moveis/Equipamentos
795,795,22,Mulher,2,Alugada,Moderada,,2301,9,Moveis/Equipamentos
796,796,51,Homem,2,Gratis,,Pequena,7511,18,Automovel
797,797,22,Mulher,1,Alugada,Pequena,,1258,12,Moveis/Equipamentos
798,798,54,Homem,2,Propria,,,717,24,Automovel
799,799,35,Homem,0,Propria,,Moderada,1549,9,Automovel
800,800,54,Homem,2,Gratis,Pequena,,1597,24,Educação
801,801,48,Mulher,1,Alugada,Pequena,Moderada,1795,18,radio/TV
802,802,24,Mulher,2,Propria,Pequena,Pequena,4272,20,Moveis/Equipamentos
803,803,35,Homem,2,Propria,,,976,12,radio/TV
804,804,24,Mulher,0,Alugada,,Moderada,7472,12,Automovel
805,805,24,Homem,2,Propria,Pequena,Pequena,9271,36,Automovel
806,806,26,Homem,1,Propria,Pequena,Moderada,590,6,radio/TV
807,807,65,Homem,2,Propria,,,930,12,radio/TV
808,808,55,Homem,3,Gratis,Pequena,Moderada,9283,42,Automovel
809,809,26,Mulher,0,Alugada,Pequena,Moderada,1778,15,Automovel
810,810,26,Homem,2,Propria,Pequena,Moderada,907,8,Negocios
811,811,28,Homem,1,Propria,Pequena,Moderada,484,6,radio/TV
812,812,24,Homem,2,Propria,Pequena,Pequena,9629,36,Automovel
813,813,54,Homem,2,Propria,Pequena,Pequena,3051,48,Eletrodomesticos
814,814,46,Homem,2,Gratis,Pequena,Pequena,3931,48,Automovel
815,815,54,Mulher,2,Alugada,Pequena,Moderada,7432,36,Automovel
816,816,62,Homem,2,Propria,Muito Rica,,1338,6,Eletrodomesticos
817,817,24,Mulher,2,Alugada,Pequena,,1554,6,radio/TV
818,818,43,Homem,3,Propria,Pequena,Pequena,15857,36,vacation/others
819,819,26,Homem,2,Propria,Pequena,Pequena,1345,18,radio/TV
820,820,27,Homem,2,Propria,Pequena,,1101,12,Automovel
821,821,24,Homem,2,Propria,Pequena,Rica,3016,12,radio/TV
822,822,41,Homem,2,Propria,Pequena,Pequena,2712,36,Moveis/Equipamentos
823,823,47,Homem,1,Propria,Pequena,Pequena,731,8,Automovel
824,824,35,Homem,3,Propria,Pequena,,3780,18,Moveis/Equipamentos
825,825,30,Homem,2,Propria,Pequena,Pequena,1602,21,Automovel
826,826,33,Mulher,2,Alugada,Pequena,Pequena,3966,18,Automovel
827,827,36,Homem,2,Propria,Pequena,,4165,18,Negocios
828,828,47,Homem,2,Gratis,,Pequena,8335,36,Automovel
829,829,38,Homem,2,Gratis,,Moderada,6681,48,Negocios
830,830,44,Homem,2,Propria,Muito Rica,,2375,24,Negocios
831,831,23,Mulher,2,Alugada,Pequena,Pequena,1216,18,Automovel
832,832,29,Homem,2,Alugada,Pequena,Pequena,11816,45,Negocios
833,833,42,Mulher,2,Propria,,Moderada,5084,24,radio/TV
834,834,25,Mulher,1,Propria,Pequena,Rica,2327,15,radio/TV
835,835,48,Homem,2,Propria,Pequena,Pequena,1082,12,Automovel
836,836,21,Mulher,2,Propria,,,886,12,radio/TV
837,837,23,Mulher,1,Alugada,Pequena,,601,4,Moveis/Equipamentos
838,838,63,Homem,2,Propria,Pequena,Pequena,2957,24,Automovel
839,839,46,Homem,2,Propria,Pequena,,2611,24,radio/TV
840,840,29,Homem,2,Propria,Pequena,Pequena,5179,36,Moveis/Equipamentos
841,841,28,Homem,1,Propria,Pequena,,2993,21,Automovel
842,842,23,Mulher,2,Propria,Pequena,,1943,18,repairs
843,843,50,Homem,2,Propria,Pequena,,1559,24,Negocios
844,844,47,Homem,2,Propria,Pequena,,3422,18,Moveis/Equipamentos
845,845,35,Homem,2,Propria,,Moderada,3976,21,Moveis/Equipamentos
846,846,68,Homem,2,Alugada,,,6761,18,Automovel
847,847,28,Homem,2,Propria,Pequena,,1249,24,Automovel
848,848,59,Homem,2,Propria,Pequena,Pequena,1364,9,radio/TV
849,849,57,Homem,1,Propria,Pequena,Pequena,709,12,radio/TV
850,850,33,Homem,2,Alugada,Pequena,Pequena,2235,20,Automovel
851,851,43,Homem,2,Propria,,,4042,24,Automovel
852,852,35,Homem,2,Gratis,Pequena,,1471,15,radio/TV
853,853,32,Homem,1,Gratis,Pequena,Pequena,1442,18,Automovel
854,854,45,Homem,2,Propria,Pequena,,10875,36,Automovel
855,855,33,Homem,2,Propria,Moderada,,1474,24,Automovel
856,856,40,Mulher,2,Propria,,,894,10,Educação
857,857,28,Homem,2,Gratis,Pequena,,3343,15,Moveis/Equipamentos
858,858,29,Mulher,2,Propria,Pequena,Pequena,3959,15,Automovel
859,859,26,Homem,2,Alugada,Moderada,,3577,9,Automovel
860,860,27,Homem,2,Propria,rich,,5804,24,Automovel
861,861,28,Homem,2,Propria,Pequena,,2169,18,Negocios
862,862,35,Mulher,2,Propria,Pequena,Pequena,2439,24,radio/TV
863,863,32,Homem,1,Propria,rich,,4526,27,Moveis/Equipamentos
864,864,25,Homem,1,Alugada,Pequena,,2210,10,Moveis/Equipamentos
865,865,20,Mulher,2,Alugada,Muito Rica,,2221,15,Moveis/Equipamentos
866,866,27,Mulher,2,Propria,Pequena,Pequena,2389,18,radio/TV
867,867,42,Homem,2,Propria,Pequena,,3331,12,Moveis/Equipamentos
868,868,37,Homem,2,Propria,,,7409,36,Negocios
869,869,24,Mulher,2,Alugada,Pequena,Pequena,652,12,Moveis/Equipamentos
870,870,40,Mulher,2,Propria,Muito Rica,,7678,36,Moveis/Equipamentos
871,871,46,Homem,2,Propria,Pequena,Rica,1343,6,Automovel
872,872,26,Homem,2,Propria,Moderada,Pequena,1382,24,Negocios
873,873,24,Mulher,2,Propria,,,874,15,Eletrodomesticos
874,874,29,Homem,1,Propria,Pequena,Pequena,3590,12,Moveis/Equipamentos
875,875,40,Mulher,2,Propria,rich,Moderada,1322,11,Automovel
876,876,36,Homem,3,Gratis,Pequena,Pequena,1940,18,radio/TV
877,877,28,Homem,2,Propria,Pequena,,3595,36,radio/TV
878,878,27,Homem,3,Gratis,Pequena,Pequena,1422,9,Automovel
879,879,36,Homem,2,Propria,,,6742,30,radio/TV
880,880,38,Homem,3,Propria,Pequena,,7814,24,Automovel
881,881,48,Homem,2,Gratis,,,9277,24,Automovel
882,882,36,Homem,2,Propria,,Moderada,2181,30,Automovel
883,883,65,Mulher,0,Propria,Pequena,,1098,18,radio/TV
884,884,43,Homem,2,Propria,Pequena,Moderada,4057,24,Moveis/Equipamentos
885,885,53,Mulher,2,Propria,Pequena,Pequena,795,12,Educação
886,886,34,Homem,2,Propria,,Moderada,2825,24,Negocios
887,887,23,Homem,2,Propria,Pequena,Moderada,15672,48,Negocios
888,888,34,Homem,3,Propria,Pequena,,6614,36,Automovel
889,889,40,Homem,2,Alugada,,,7824,28,Automovel
890,890,43,Homem,3,Propria,Pequena,Pequena,2442,27,Negocios
891,891,46,Homem,2,Propria,Pequena,,1829,15,radio/TV
892,892,38,Homem,1,Propria,Pequena,Pequena,2171,12,Automovel
893,893,34,Homem,2,Propria,Pequena,Moderada,5800,36,Automovel
894,894,29,Homem,2,Propria,,,1169,18,radio/TV
895,895,31,Homem,3,Propria,,,8947,36,Automovel
896,896,28,Mulher,3,Alugada,Pequena,Pequena,2606,21,radio/TV
897,897,35,Mulher,2,Propria,rich,,1592,12,Moveis/Equipamentos
898,898,33,Mulher,1,Alugada,,,2186,15,Moveis/Equipamentos
899,899,42,Homem,2,Propria,Pequena,Pequena,4153,18,Moveis/Equipamentos
900,900,43,Homem,2,Alugada,Pequena,Pequena,2625,16,Automovel
901,901,44,Homem,2,Propria,,,3485,20,Automovel
902,902,42,Homem,2,Gratis,,,10477,36,Automovel
903,903,40,Homem,2,Alugada,,,1386,15,radio/TV
904,904,36,Homem,3,Propria,Pequena,,1278,24,radio/TV
905,905,20,Homem,3,Alugada,Pequena,Pequena,1107,12,radio/TV
906,906,24,Homem,1,Propria,,Pequena,3763,21,Automovel
907,907,27,Homem,2,Propria,,Moderada,3711,36,Educação
908,908,46,Mulher,1,Propria,Pequena,,3594,15,Automovel
909,909,33,Mulher,1,Propria,,Moderada,3195,9,Automovel
910,910,34,Mulher,2,Propria,Pequena,,4454,36,radio/TV
911,911,25,Mulher,1,Propria,Pequena,Moderada,4736,24,Moveis/Equipamentos
912,912,25,Mulher,2,Propria,,Moderada,2991,30,radio/TV
913,913,28,Homem,2,Propria,rich,,2142,11,Negocios
914,914,31,Homem,2,Alugada,Pequena,Pequena,3161,24,Negocios
915,915,32,Mulher,3,Propria,Pequena,Moderada,18424,48,vacation/others
916,916,32,Homem,2,Propria,Moderada,,2848,10,Automovel
917,917,68,Homem,3,Propria,Pequena,Pequena,14896,6,Automovel
918,918,33,Homem,2,Propria,Moderada,Pequena,2359,24,Moveis/Equipamentos
919,919,39,Homem,3,Alugada,Pequena,Pequena,3345,24,Moveis/Equipamentos
920,920,28,Mulher,2,Propria,Pequena,,1817,18,Moveis/Equipamentos
921,921,37,Homem,3,Propria,Muito Rica,,12749,48,radio/TV
922,922,22,Mulher,2,Alugada,Pequena,Pequena,1366,9,radio/TV
923,923,30,Homem,2,Alugada,Pequena,Moderada,2002,12,Automovel
924,924,55,Homem,2,Propria,Pequena,Pequena,6872,24,Moveis/Equipamentos
925,925,46,Homem,2,Propria,Pequena,Pequena,697,12,Automovel
926,926,21,Mulher,2,Alugada,Pequena,Pequena,1049,18,Moveis/Equipamentos
927,927,39,Homem,2,Gratis,Pequena,Pequena,10297,48,Automovel
928,928,58,Homem,2,Propria,,,1867,30,radio/TV
929,929,43,Homem,1,Propria,Pequena,Pequena,1344,12,Automovel
930,930,24,Homem,1,Propria,Pequena,Pequena,1747,24,Moveis/Equipamentos
931,931,22,Mulher,2,Propria,Pequena,Moderada,1670,9,radio/TV
932,932,30,Homem,2,Propria,Pequena,,1224,9,Automovel
933,933,42,Homem,2,Propria,Muito Rica,,522,12,radio/TV
934,934,23,Mulher,2,Propria,Pequena,Pequena,1498,12,radio/TV
935,935,30,Homem,3,Propria,Moderada,Moderada,1919,30,radio/TV
936,936,28,Mulher,1,Propria,Pequena,Rica,745,9,radio/TV
937,937,30,Homem,3,Alugada,Pequena,Moderada,2063,6,radio/TV
938,938,42,Homem,2,Gratis,Pequena,Moderada,6288,60,Educação
939,939,46,Homem,3,Propria,,,6842,24,Automovel
940,940,45,Homem,3,Propria,,,3527,12,Automovel
941,941,31,Homem,1,Propria,Pequena,,1546,10,Automovel
942,942,31,Homem,2,Propria,,,929,24,Moveis/Equipamentos
943,943,42,Homem,1,Propria,Pequena,,1455,4,Automovel
944,944,46,Mulher,2,Alugada,Pequena,Pequena,1845,15,Moveis/Equipamentos
945,945,30,Mulher,2,Propria,Muito Rica,Moderada,8358,48,Automovel
946,946,30,Homem,2,Gratis,Muito Rica,Pequena,3349,24,Moveis/Equipamentos
947,947,38,Homem,3,Propria,,,2859,12,Automovel
948,948,43,Homem,1,Propria,Pequena,,1533,18,Moveis/Equipamentos
949,949,31,Homem,2,Propria,Moderada,,3621,24,radio/TV
950,950,40,Homem,0,Propria,Pequena,Moderada,3590,18,Negocios
951,951,24,Homem,2,Propria,Pequena,Pequena,2145,36,Negocios
952,952,28,Mulher,2,Alugada,Muito Rica,Moderada,4113,24,Automovel
953,953,26,Mulher,3,Propria,Pequena,,10974,36,Moveis/Equipamentos
954,954,29,Mulher,2,Propria,Pequena,Pequena,1893,12,Automovel
955,955,57,Mulher,3,Alugada,rich,Pequena,1231,24,radio/TV
956,956,49,Homem,1,Propria,,Rica,3656,30,radio/TV
957,957,37,Homem,1,Propria,Pequena,Moderada,1154,9,radio/TV
958,958,45,Homem,1,Propria,Pequena,Pequena,4006,28,Automovel
959,959,30,Homem,2,Gratis,Moderada,Moderada,3069,24,Moveis/Equipamentos
960,960,30,Homem,2,Alugada,Pequena,,1740,6,radio/TV
961,961,47,Homem,2,Propria,Pequena,Moderada,2353,21,Automovel
962,962,29,Homem,2,Propria,,,3556,15,Automovel
963,963,35,Homem,2,Propria,Muito Rica,,2397,24,radio/TV
964,964,22,Homem,1,Propria,Pequena,Moderada,454,6,repairs
965,965,26,Mulher,2,Propria,,Moderada,1715,30,radio/TV
966,966,23,Homem,1,Propria,Muito Rica,Moderada,2520,27,radio/TV
967,967,54,Mulher,3,Alugada,Pequena,,3568,15,radio/TV
968,968,29,Homem,2,Alugada,,,7166,42,radio/TV
969,969,40,Homem,1,Propria,Pequena,Pequena,3939,11,Automovel
970,970,22,Homem,2,Propria,Moderada,Moderada,1514,15,repairs
971,971,43,Homem,1,Propria,Pequena,,7393,24,Automovel
972,972,29,Mulher,0,Alugada,Pequena,Pequena,1193,24,Automovel
973,973,36,Homem,2,Alugada,Pequena,Pequena,7297,60,Negocios
974,974,33,Mulher,2,Propria,Pequena,,2831,30,radio/TV
975,975,57,Mulher,1,Propria,Muito Rica,Rica,1258,24,radio/TV
976,976,64,Mulher,2,Propria,Pequena,Moderada,753,6,radio/TV
977,977,42,Homem,2,Propria,,Moderada,2427,18,Negocios
978,978,47,Homem,1,Propria,Pequena,,2538,24,Automovel
979,979,25,Homem,2,Alugada,Moderada,Moderada,1264,15,Automovel
980,980,49,Homem,2,Propria,Pequena,Moderada,8386,30,Moveis/Equipamentos
981,981,33,Homem,3,Alugada,Pequena,,4844,48,Negocios
982,982,28,Mulher,3,Propria,Moderada,Rica,2923,21,Automovel
983,983,26,Homem,2,Propria,Pequena,Pequena,8229,36,Automovel
984,984,30,Homem,1,Propria,Pequena,,2028,24,Moveis/Equipamentos
985,985,25,Mulher,2,Alugada,Pequena,Pequena,1433,15,Moveis/Equipamentos
986,986,33,Homem,2,Propria,Pequena,Rica,6289,42,Negocios
987,987,64,Mulher,2,Propria,Moderada,,1409,13,radio/TV
988,988,29,Homem,3,Gratis,Pequena,Pequena,6579,24,Automovel
989,989,48,Homem,1,Propria,Pequena,Moderada,1743,24,radio/TV
990,990,37,Homem,1,Propria,,,3565,12,Educação
991,991,34,Homem,1,Propria,Moderada,,1569,15,radio/TV
992,992,23,Homem,1,Alugada,,Pequena,1936,18,radio/TV
993,993,30,Homem,3,Propria,Pequena,Pequena,3959,36,Moveis/Equipamentos
994,994,50,Homem,2,Propria,,,2390,12,Automovel
995,995,31,Mulher,1,Propria,Pequena,,1736,12,Moveis/Equipamentos
996,996,40,Homem,3,Propria,Pequena,Pequena,3857,30,Automovel
997,997,38,Homem,2,Propria,Pequena,,804,12,radio/TV
998,998,23,Homem,2,Gratis,Pequena,Pequena,1845,45,radio/TV
999,999,27,Homem,2,Propria,Moderada,Moderada,4576,45,Automovel
